2020-02-19/16:39:16		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:41		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:42		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:43		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
2022-04-24/15:05:44		 creditCardFraud_28011978_120228.csv: File loaded successfully!!
